Order_ID,Order_Date,Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Brand,Quantity,Unit_Price,Discount,Tax,Shipping_Cost,Total_Amount,Payment_Method,Order_Status,City,State,Country,Seller_ID
ORD0004452,2022-04-19,CUST017636,"Sneha Kapoor",P00022,"Water Bottle","Sports & Outdoors",FitLife,1,452.02,0.05,51.53,14.32,495.27,"Debit Card",Delivered,"Fort Worth",TX,"United States",SELL00728
ORD0004453,2020-05-26,CUST031195,"Ritika Kumar",P00048,"Wireless Charger","Home & Kitchen",KiddoFun,1,409.53,0.00,73.72,9.93,493.18,"Net Banking",Delivered,"New York",NY,"United States",SELL01183
ORD0004454,2024-05-17,CUST049254,"Neha Reddy",P00050,"Novel Bestseller",Clothing,Zenith,5,234.69,0.05,133.77,5.62,1254.17,UPI,Delivered,Jacksonville,FL,"United States",SELL00658
ORD0004455,2023-09-08,CUST022198,"Aman Mehta",P00030,"Dress Shirt","Sports & Outdoors",Zenith,1,146.02,0.25,13.14,5.73,128.39,"Debit Card",Delivered,Houston,TX,"United States",SELL01775
ORD0004456,2021-03-18,CUST045314,"Vihaan Gupta",P00045,"Phone Tripod","Sports & Outdoors",Zenith,3,475.21,0.00,71.28,9.42,1506.33,"Credit Card",Shipped,Houston,TX,"United States",SELL01118
ORD0004457,2022-04-16,CUST049111,"Vivaan Patel",P00005,"Laptop Sleeve","Home & Kitchen",NexPro,1,78.67,0.20,11.33,11.31,85.58,"Credit Card",Delivered,Seattle,WA,"United States",SELL00957
ORD0004458,2022-11-02,CUST034569,"Simran Reddy",P00041,"Webcam Full HD","Sports & Outdoors",Zenith,4,243.70,0.05,74.08,12.60,1012.74,"Amazon Pay",Delivered,Chicago,IL,India,SELL00364
ORD0004459,2022-07-31,CUST032840,"Karan Verma",P00049,"Children's Book","Home & Kitchen",UrbanStyle,2,330.56,0.10,47.60,5.37,647.98,UPI,Delivered,Jacksonville,FL,"United States",SELL00278
ORD0004460,2024-02-26,CUST024051,"Neha Sharma",P00019,"LED Desk Lamp","Home & Kitchen",KiddoFun,1,181.34,0.10,19.58,9.88,192.67,"Amazon Pay",Shipped,"New York",NY,"United States",SELL00606
ORD0004461,2024-09-20,CUST047464,"Karan Kumar",P00001,"Wireless Earbuds",Books,Zenith,5,65.26,0.00,58.73,5.28,390.31,"Credit Card",Delivered,Seattle,WA,Canada,SELL00218
ORD0004462,2020-10-13,CUST017268,"Aarav Gupta",P00025,"Running Shoes",Books,ReadMore,3,269.53,0.00,145.55,12.89,967.03,"Credit Card",Pending,Chicago,IL,India,SELL00464
ORD0004463,2021-12-20,CUST035818,"Sahil Kapoor",P00012,"Noise Cancelling Headphones",Electronics,Apex,3,323.41,0.00,77.62,1.31,1049.16,"Net Banking",Delivered,Jacksonville,FL,"United States",SELL00461
ORD0004464,2023-02-11,CUST036672,"Vihaan Kumar",P00045,"Phone Tripod",Clothing,BrightLux,5,209.07,0.05,119.17,0.77,1113.02,"Amazon Pay",Delivered,"San Jose",CA,"United States",SELL00420
ORD0004465,2021-04-24,CUST007409,"Sahil Singh",P00046,"Car Charger","Sports & Outdoors",Zenith,5,235.81,0.10,84.89,9.57,1155.60,UPI,Delivered,Chicago,IL,"United States",SELL01623
ORD0004466,2020-01-22,CUST028787,"Priya Kapoor",P00028,Jeans,Clothing,BrightLux,1,517.82,0.10,55.92,3.57,525.53,"Amazon Pay",Delivered,"Fort Worth",TX,"United States",SELL00042
ORD0004467,2023-10-04,CUST029249,"Karan Joshi",P00045,"Phone Tripod","Home & Kitchen",HomeEase,2,397.46,0.00,39.75,10.78,845.45,"Net Banking",Shipped,Charlotte,NC,"United States",SELL01749
ORD0004468,2024-10-15,CUST024207,"Aditya Reddy",P00035,"Desk Plant",Books,ReadMore,1,545.48,0.00,27.27,12.24,584.99,"Net Banking",Delivered,Chicago,IL,India,SELL00146
ORD0004469,2021-11-13,CUST021931,"Rohit Singh",P00013,"Action Camera","Sports & Outdoors",FitLife,5,528.17,0.00,316.90,12.15,2969.90,UPI,Pending,"San Francisco",CA,"United States",SELL01134
ORD0004470,2024-05-08,CUST009895,"Vikas Reddy",P00002,"Bluetooth Speaker",Books,NexPro,2,472.44,0.00,75.59,13.06,1033.53,"Credit Card",Delivered,Chicago,IL,Canada,SELL01923
ORD0004471,2022-06-24,CUST038416,"Mohit Kumar",P00043,"HDMI Cable 2m",Clothing,NexPro,1,552.36,0.10,24.86,2.82,524.80,"Credit Card",Delivered,Austin,TX,"United States",SELL00925
ORD0004472,2020-11-15,CUST006691,"Sahil Mehta",P00038,"External HDD 2TB","Sports & Outdoors",UrbanStyle,3,82.35,0.05,42.25,3.11,280.06,"Debit Card",Cancelled,Philadelphia,PA,"United States",SELL00540
ORD0004473,2020-05-05,CUST014103,"Sahil Joshi",P00020,"Office Chair","Home & Kitchen",UrbanStyle,4,453.20,0.25,67.98,12.43,1440.01,"Credit Card",Delivered,"San Francisco",CA,"United States",SELL00470
ORD0004474,2020-10-03,CUST003212,"Vivaan Sharma",P00019,"LED Desk Lamp",Clothing,CoreTech,3,26.25,0.05,8.98,6.45,90.24,"Credit Card",Delivered,Indianapolis,IN,"United States",SELL00221
ORD0004475,2023-05-12,CUST040888,"Simran Kapoor",P00038,"External HDD 2TB",Clothing,BrightLux,4,475.64,0.15,194.06,2.81,1814.05,"Credit Card",Shipped,"San Diego",CA,"United States",SELL00230
ORD0004476,2020-07-12,CUST024304,"Priya Singh",P00008,"4K Monitor",Electronics,KiddoFun,3,515.06,0.05,73.40,1.89,1543.21,"Debit Card",Delivered,Charlotte,NC,"United States",SELL00871
ORD0004477,2024-08-31,CUST016692,"Aarav Sharma",P00023,"Cookware Set",Books,FitLife,3,456.48,0.00,246.50,1.61,1617.55,"Credit Card",Delivered,"San Antonio",TX,India,SELL00079
ORD0004478,2024-08-14,CUST013075,"Neha Gupta",P00020,"Office Chair","Sports & Outdoors",BrightLux,5,533.74,0.00,213.50,9.49,2891.69,"Amazon Pay",Shipped,"New York",NY,Canada,SELL00677
ORD0004479,2024-04-19,CUST010082,"Kabir Gupta",P00032,"Board Game","Home & Kitchen",FitLife,5,251.91,0.00,0.00,0.56,1260.11,UPI,Delivered,Phoenix,AZ,"United States",SELL00163
ORD0004480,2021-11-26,CUST010174,"Sunita Patel",P00038,"External HDD 2TB","Sports & Outdoors",CoreTech,5,455.49,0.00,273.29,8.59,2559.33,"Debit Card",Delivered,Austin,TX,"United States",SELL01354
ORD0004481,2023-08-02,CUST037256,"Rohit Kapoor",P00016,"Air Fryer",Books,BrightLux,4,215.87,0.00,43.17,3.27,909.92,"Credit Card",Delivered,Philadelphia,PA,"United States",SELL01887
ORD0004482,2020-02-26,CUST046707,"Aman Gupta",P00005,"Laptop Sleeve",Clothing,ReadMore,2,97.38,0.00,9.74,10.17,214.67,"Credit Card",Delivered,Denver,CO,"United States",SELL01094
ORD0004483,2024-10-23,CUST016471,"Vivaan Singh",P00027,"Winter Jacket","Home & Kitchen",Zenith,2,201.08,0.15,27.35,6.82,376.01,"Credit Card",Delivered,Columbus,OH,"United States",SELL01942
ORD0004484,2023-08-19,CUST021883,"Sahil Kapoor",P00021,Backpack,Electronics,HomeEase,5,132.53,0.00,33.13,10.00,705.78,"Amazon Pay",Delivered,"San Diego",CA,"United States",SELL01991
ORD0004485,2023-04-01,CUST033634,"Aditya Gupta",P00014,"Drone Mini","Toys & Games",Zenith,1,323.87,0.15,22.02,6.69,304.00,"Credit Card",Delivered,"San Jose",CA,"United States",SELL00994
ORD0004486,2020-01-19,CUST031813,"Aditya Mehta",P00034,"Desk Organizer","Sports & Outdoors",ReadMore,4,130.56,0.15,35.51,12.34,491.75,"Amazon Pay",Delivered,"San Antonio",TX,Canada,SELL01572
ORD0004487,2023-10-25,CUST011941,"Vihaan Singh",P00001,"Wireless Earbuds","Home & Kitchen",CoreTech,4,575.52,0.05,174.96,12.94,2374.88,"Credit Card",Delivered,Philadelphia,PA,"United States",SELL00058
ORD0004488,2020-09-20,CUST008345,"Sahil Gupta",P00031,"Kids Toy Car","Sports & Outdoors",BrightLux,5,336.45,0.05,287.66,4.94,1890.74,"Amazon Pay",Delivered,"Fort Worth",TX,"United Kingdom",SELL01577
ORD0004489,2022-03-04,CUST023000,"Karan Kumar",P00011,"Fitness Band","Toys & Games",FitLife,5,11.49,0.00,10.34,8.09,75.88,"Credit Card",Cancelled,Columbus,OH,"United States",SELL00837
ORD0004490,2020-04-22,CUST019096,"Kabir Reddy",P00008,"4K Monitor",Electronics,NexPro,5,518.68,0.00,207.47,12.18,2813.05,"Amazon Pay",Cancelled,Dallas,TX,"United States",SELL00913
ORD0004491,2024-02-20,CUST000618,"Anjali Patel",P00050,"Novel Bestseller",Clothing,UrbanStyle,3,418.14,0.15,53.31,0.59,1120.16,"Debit Card",Delivered,Columbus,OH,"United States",SELL00349
ORD0004492,2023-09-12,CUST043298,"Pooja Joshi",P00033,"Puzzle 1000pc",Books,Zenith,4,254.86,0.00,81.56,9.49,1110.49,"Cash on Delivery",Delivered,"Fort Worth",TX,"United States",SELL00404
ORD0004493,2021-06-25,CUST009711,"Pooja Kumar",P00028,Jeans,"Toys & Games",Zenith,5,139.38,0.10,50.18,5.57,682.96,"Debit Card",Delivered,"San Francisco",CA,"United States",SELL01066
ORD0004494,2021-10-08,CUST003922,"Anjali Patel",P00049,"Children's Book",Books,UrbanStyle,3,387.50,0.15,79.05,8.43,1075.60,UPI,Cancelled,Denver,CO,India,SELL00149
ORD0004495,2021-08-01,CUST014220,"Rohit Joshi",P00032,"Board Game",Books,Zenith,1,237.76,0.20,0.00,4.33,194.54,UPI,Delivered,"San Antonio",TX,Australia,SELL00842
ORD0004496,2022-12-24,CUST000938,"Kabir Patel",P00020,"Office Chair",Clothing,Apex,5,133.80,0.05,31.78,12.79,680.12,"Credit Card",Delivered,"Fort Worth",TX,Canada,SELL01277
ORD0004497,2023-08-08,CUST013159,"Aarav Singh",P00026,Sunglasses,"Sports & Outdoors",HomeEase,4,325.81,0.00,65.16,6.18,1374.58,"Credit Card",Delivered,"San Antonio",TX,"United States",SELL00072
ORD0004498,2020-01-25,CUST001615,"Aarav Kapoor",P00045,"Phone Tripod","Sports & Outdoors",Apex,4,109.28,0.25,39.34,3.05,370.23,"Debit Card",Delivered,"New York",NY,"United States",SELL01790
ORD0004499,2024-04-21,CUST007436,"Neha Sharma",P00005,"Laptop Sleeve","Home & Kitchen",Apex,1,52.48,0.05,0.00,3.61,53.47,"Credit Card",Delivered,Chicago,IL,"United States",SELL00216
ORD0004500,2020-01-01,CUST018909,"Aarav Singh",P00016,"Air Fryer","Toys & Games",FitLife,5,356.05,0.10,288.40,10.80,1901.42,"Debit Card",Delivered,"San Antonio",TX,"United States",SELL00585
ORD0004501,2022-06-29,CUST048463,"Karan Reddy",P00010,Smartwatch,Electronics,Zenith,4,129.86,0.00,25.97,0.71,546.12,"Debit Card",Delivered,"San Jose",CA,India,SELL01194
ORD0004502,2024-04-21,CUST022915,"Neha Mehta",P00026,Sunglasses,"Toys & Games",Zenith,2,131.26,0.00,13.13,13.57,289.22,"Credit Card",Delivered,"San Jose",CA,Canada,SELL01110
ORD0004503,2020-05-20,CUST036176,"Sahil Verma",P00025,"Running Shoes","Home & Kitchen",Zenith,4,436.13,0.25,104.67,3.35,1416.41,UPI,Delivered,Dallas,TX,"United States",SELL01672
ORD0004504,2024-11-02,CUST044861,"Aditya Reddy",P00045,"Phone Tripod","Toys & Games",UrbanStyle,3,564.48,0.00,135.48,7.56,1836.48,"Debit Card",Delivered,Austin,TX,Canada,SELL01405
ORD0004505,2021-10-09,CUST014803,"Aarav Joshi",P00011,"Fitness Band",Books,Apex,2,188.35,0.15,0.00,7.68,327.88,"Debit Card",Delivered,"San Antonio",TX,India,SELL00002
ORD0004506,2020-07-06,CUST036423,"Vihaan Patel",P00025,"Running Shoes","Home & Kitchen",NexPro,2,69.43,0.10,6.25,3.61,134.83,"Debit Card",Cancelled,"San Diego",CA,Canada,SELL01664
ORD0004507,2023-02-25,CUST001265,"Sunita Kapoor",P00029,T-Shirt,"Sports & Outdoors",UrbanStyle,1,245.87,0.05,28.03,12.58,274.19,UPI,Delivered,"Fort Worth",TX,"United States",SELL00713
ORD0004508,2020-07-19,CUST020708,"Vikas Mehta",P00050,"Novel Bestseller",Books,HomeEase,1,173.12,0.20,11.08,5.05,154.63,"Credit Card",Delivered,"Fort Worth",TX,"United States",SELL01377
ORD0004509,2023-02-24,CUST018070,"Mohit Sharma",P00030,"Dress Shirt",Books,UrbanStyle,2,200.17,0.05,45.64,1.37,427.33,"Debit Card",Delivered,Washington,DC,"United States",SELL01855
ORD0004510,2020-09-13,CUST020553,"Vihaan Joshi",P00033,"Puzzle 1000pc",Electronics,NexPro,3,550.35,0.00,82.55,12.71,1746.31,"Credit Card",Delivered,"Fort Worth",TX,"United States",SELL00384
ORD0004511,2024-08-26,CUST045052,"Vikas Kumar",P00041,"Webcam Full HD","Toys & Games",UrbanStyle,5,288.05,0.10,64.81,3.70,1364.74,"Amazon Pay",Shipped,Indianapolis,IN,"United States",SELL00763
ORD0004512,2021-06-30,CUST011522,"Simran Sharma",P00037,Router,"Sports & Outdoors",KiddoFun,2,149.36,0.00,23.90,3.28,325.90,"Debit Card",Returned,Jacksonville,FL,"United States",SELL01381
ORD0004513,2020-07-12,CUST046071,"Sneha Sharma",P00011,"Fitness Band",Books,UrbanStyle,1,466.28,0.05,35.44,14.05,492.46,"Amazon Pay",Delivered,Houston,TX,Australia,SELL00539
ORD0004514,2021-12-03,CUST037087,"Pooja Patel",P00045,"Phone Tripod","Home & Kitchen",HomeEase,5,396.77,0.00,357.09,15.00,2355.94,"Credit Card",Delivered,Austin,TX,India,SELL00056
ORD0004515,2023-02-01,CUST005646,"Rohit Verma",P00005,"Laptop Sleeve",Electronics,Zenith,2,344.44,0.00,55.11,3.77,747.76,UPI,Delivered,Dallas,TX,"United States",SELL00109
ORD0004516,2024-04-07,CUST016869,"Kabir Gupta",P00048,"Wireless Charger","Sports & Outdoors",KiddoFun,5,156.31,0.05,89.10,12.52,844.09,"Amazon Pay",Delivered,"New York",NY,"United States",SELL01362
ORD0004517,2023-07-12,CUST010431,"Sneha Kumar",P00014,"Drone Mini","Home & Kitchen",ReadMore,4,297.56,0.00,95.22,13.75,1299.21,"Credit Card",Returned,Seattle,WA,India,SELL01224
ORD0004518,2022-03-12,CUST039178,"Neha Patel",P00047,"Memory Card 128GB",Electronics,Apex,1,571.66,0.05,27.15,0.47,570.70,"Debit Card",Shipped,Washington,DC,Canada,SELL00186
ORD0004519,2022-07-30,CUST012845,"Vivaan Gupta",P00013,"Action Camera","Sports & Outdoors",Apex,3,525.09,0.05,119.72,4.57,1620.80,UPI,Delivered,Denver,CO,India,SELL00316
ORD0004520,2023-11-08,CUST025558,"Neha Kapoor",P00003,"Smartphone Case","Sports & Outdoors",BrightLux,4,45.01,0.00,14.40,4.87,199.31,"Debit Card",Shipped,"San Diego",CA,"United States",SELL01578
ORD0004521,2023-07-07,CUST039128,"Rohit Sharma",P00028,Jeans,Electronics,UrbanStyle,5,154.90,0.05,36.79,12.79,785.35,"Credit Card",Delivered,Dallas,TX,"United States",SELL00640
ORD0004522,2021-02-17,CUST032044,"Rohit Mehta",P00043,"HDMI Cable 2m","Sports & Outdoors",UrbanStyle,4,347.84,0.00,0.00,9.99,1401.35,"Debit Card",Delivered,Chicago,IL,"United States",SELL01814
ORD0004523,2023-10-13,CUST010386,"Vihaan Gupta",P00037,Router,Electronics,ReadMore,2,51.64,0.20,4.13,9.58,96.33,UPI,Delivered,Austin,TX,"United States",SELL00136
ORD0004524,2023-01-03,CUST014859,"Ritika Reddy",P00047,"Memory Card 128GB",Books,ReadMore,2,389.22,0.10,84.07,13.01,797.68,"Credit Card",Pending,"New York",NY,"United Kingdom",SELL00486
ORD0004525,2023-10-10,CUST039666,"Neha Singh",P00037,Router,Books,HomeEase,2,406.45,0.00,97.55,9.42,919.87,"Net Banking",Pending,Seattle,WA,"United Kingdom",SELL00360
ORD0004526,2024-05-26,CUST040118,"Sahil Kumar",P00005,"Laptop Sleeve",Electronics,FitLife,4,236.39,0.00,75.64,7.92,1029.12,"Cash on Delivery",Delivered,"San Francisco",CA,"United States",SELL01016
ORD0004527,2024-11-29,CUST048620,"Ritika Kapoor",P00002,"Bluetooth Speaker",Books,HomeEase,1,82.96,0.00,9.96,13.42,106.34,"Debit Card",Delivered,"San Francisco",CA,"United States",SELL00324
ORD0004528,2022-06-28,CUST005249,"Ritika Singh",P00027,"Winter Jacket",Electronics,Apex,3,29.80,0.00,4.47,1.24,95.11,"Credit Card",Delivered,Austin,TX,"United States",SELL00681
ORD0004529,2020-07-06,CUST002613,"Aditya Kapoor",P00018,"Vacuum Cleaner",Clothing,HomeEase,5,195.37,0.10,105.50,2.97,987.64,"Amazon Pay",Delivered,Jacksonville,FL,"United States",SELL00789
ORD0004530,2024-09-04,CUST005984,"Arjun Verma",P00010,Smartwatch,Electronics,KiddoFun,1,361.31,0.00,28.90,5.80,396.01,UPI,Delivered,"San Jose",CA,"United States",SELL01907
ORD0004531,2023-08-06,CUST013345,"Arjun Gupta",P00008,"4K Monitor",Clothing,KiddoFun,5,310.06,0.00,279.05,6.04,1835.39,"Credit Card",Delivered,"Los Angeles",CA,India,SELL00199
ORD0004532,2020-02-14,CUST027015,"Ritika Kumar",P00010,Smartwatch,"Sports & Outdoors",Apex,4,342.79,0.05,104.21,10.63,1417.44,"Amazon Pay",Delivered,"New York",NY,Australia,SELL01806
ORD0004533,2024-05-15,CUST041043,"Aman Gupta",P00022,"Water Bottle","Toys & Games",NexPro,1,269.82,0.15,11.47,3.05,243.87,UPI,Delivered,Jacksonville,FL,"United States",SELL00475
ORD0004534,2020-03-23,CUST003097,"Rohit Sharma",P00006,"Gaming Mouse",Clothing,Apex,3,99.98,0.10,48.59,7.20,325.74,"Credit Card",Delivered,Austin,TX,"United States",SELL01287
ORD0004535,2023-02-20,CUST029125,"Sahil Kapoor",P00028,Jeans,Electronics,BrightLux,2,120.42,0.05,11.44,6.01,246.25,UPI,Delivered,Jacksonville,FL,"United States",SELL01595
ORD0004536,2020-12-23,CUST023985,"Pooja Reddy",P00024,"Yoga Mat",Clothing,ReadMore,3,538.85,0.00,129.32,13.87,1759.74,"Credit Card",Delivered,"San Francisco",CA,"United States",SELL01866
ORD0004537,2024-03-31,CUST037962,"Simran Sharma",P00035,"Desk Plant",Electronics,BrightLux,3,420.45,0.05,95.86,4.85,1298.99,"Net Banking",Delivered,Phoenix,AZ,"United States",SELL01595
ORD0004538,2022-12-25,CUST005764,"Karan Sharma",P00015,"Instant Pot","Toys & Games",HomeEase,3,430.68,0.30,72.35,9.77,986.55,"Credit Card",Delivered,Jacksonville,FL,India,SELL00812
ORD0004539,2022-07-24,CUST026264,"Anjali Mehta",P00002,"Bluetooth Speaker",Books,UrbanStyle,2,272.84,0.15,37.11,13.73,514.67,UPI,Delivered,Washington,DC,"United States",SELL01902
ORD0004540,2024-08-07,CUST035246,"Karan Gupta",P00009,"Portable SSD 1TB","Toys & Games",BrightLux,3,59.76,0.15,0.00,3.29,155.68,UPI,Delivered,Chicago,IL,"United States",SELL01167
ORD0004541,2021-01-09,CUST011767,"Vihaan Reddy",P00001,"Wireless Earbuds","Home & Kitchen",UrbanStyle,4,381.02,0.05,72.39,12.05,1532.32,"Credit Card",Delivered,Dallas,TX,India,SELL00430
ORD0004542,2020-06-10,CUST001990,"Simran Joshi",P00029,T-Shirt,"Home & Kitchen",BrightLux,3,453.63,0.20,130.65,10.47,1229.83,"Credit Card",Delivered,"Fort Worth",TX,India,SELL00388
ORD0004543,2024-11-04,CUST042380,"Vikas Reddy",P00030,"Dress Shirt","Toys & Games",UrbanStyle,3,349.08,0.00,125.67,2.01,1174.92,UPI,Delivered,Houston,TX,"United States",SELL01405
ORD0004544,2023-11-04,CUST045758,"Vivaan Kumar",P00046,"Car Charger","Sports & Outdoors",CoreTech,4,567.60,0.00,181.63,12.21,2464.24,"Credit Card",Delivered,Philadelphia,PA,"United States",SELL01454
ORD0004545,2024-08-06,CUST041812,"Vivaan Gupta",P00001,"Wireless Earbuds",Books,NexPro,1,306.20,0.20,19.60,14.92,279.48,"Net Banking",Pending,"San Jose",CA,"United States",SELL01168
ORD0004546,2023-10-13,CUST025036,"Karan Reddy",P00033,"Puzzle 1000pc",Books,BrightLux,4,267.89,0.00,128.59,0.96,1201.11,"Debit Card",Delivered,Jacksonville,FL,"United States",SELL00057
ORD0004547,2023-04-26,CUST040254,"Simran Patel",P00042,"Projector Mini","Home & Kitchen",UrbanStyle,5,540.77,0.05,128.43,8.10,2705.19,"Credit Card",Delivered,Denver,CO,"United States",SELL00303
ORD0004548,2020-11-17,CUST046398,"Aarav Mehta",P00027,"Winter Jacket",Clothing,ReadMore,2,41.27,0.00,6.60,12.50,101.64,"Net Banking",Delivered,"San Antonio",TX,"United States",SELL01090
ORD0004549,2021-03-25,CUST026188,"Rohit Patel",P00033,"Puzzle 1000pc","Toys & Games",BrightLux,4,171.53,0.00,34.31,9.82,730.25,UPI,Delivered,Seattle,WA,"United States",SELL00909
ORD0004550,2024-02-06,CUST021946,"Aditya Kapoor",P00049,"Children's Book","Toys & Games",Zenith,2,576.42,0.05,87.62,6.05,1188.87,"Credit Card",Pending,Charlotte,NC,"United States",SELL01451
ORD0004551,2022-11-02,CUST039078,"Aarav Kumar",P00021,Backpack,Books,UrbanStyle,4,364.13,0.00,116.52,14.03,1587.07,"Amazon Pay",Pending,Chicago,IL,India,SELL00368
ORD0004552,2020-07-02,CUST021956,"Karan Verma",P00043,"HDMI Cable 2m",Books,Apex,3,80.41,0.25,14.47,6.51,201.90,UPI,Shipped,Indianapolis,IN,"United States",SELL00281
ORD0004553,2020-04-20,CUST039057,"Sneha Kumar",P00016,"Air Fryer","Home & Kitchen",UrbanStyle,3,65.14,0.10,21.11,9.40,206.39,"Net Banking",Delivered,Indianapolis,IN,"United States",SELL00018
ORD0004554,2021-05-22,CUST010762,"Mohit Patel",P00007,"Mechanical Keyboard",Electronics,ReadMore,5,504.71,0.20,161.51,8.01,2188.36,UPI,Delivered,Denver,CO,India,SELL00446
ORD0004555,2023-08-06,CUST044321,"Priya Verma",P00004,"USB-C Charger","Toys & Games",NexPro,1,300.17,0.00,24.01,14.32,338.50,UPI,Delivered,Chicago,IL,India,SELL00462
ORD0004556,2020-10-21,CUST007205,"Vihaan Sharma",P00039,"Graphic Tablet",Books,FitLife,4,293.31,0.15,79.78,6.65,1083.68,"Amazon Pay",Shipped,Columbus,OH,"United Kingdom",SELL01119
ORD0004557,2024-01-14,CUST020892,"Neha Mehta",P00007,"Mechanical Keyboard","Home & Kitchen",ReadMore,5,589.14,0.25,265.11,11.90,2486.28,"Amazon Pay",Delivered,Indianapolis,IN,"United Kingdom",SELL01235
ORD0004558,2022-06-22,CUST008578,"Aarav Kapoor",P00025,"Running Shoes",Clothing,BrightLux,4,107.24,0.10,30.89,5.78,422.73,"Credit Card",Delivered,Charlotte,NC,"United States",SELL01859
ORD0004559,2023-05-23,CUST048046,"Anjali Gupta",P00006,"Gaming Mouse",Clothing,Apex,2,264.62,0.00,0.00,6.18,535.42,"Credit Card",Delivered,"New York",NY,"United States",SELL01586
ORD0004560,2022-08-31,CUST004134,"Sneha Verma",P00001,"Wireless Earbuds","Home & Kitchen",Zenith,5,492.58,0.00,0.00,4.73,2467.63,"Amazon Pay",Delivered,"San Francisco",CA,Canada,SELL01277
ORD0004561,2021-09-23,CUST015893,"Neha Kumar",P00004,"USB-C Charger",Books,Zenith,1,552.60,0.05,26.25,2.27,553.49,"Net Banking",Delivered,Seattle,WA,Canada,SELL01836
ORD0004562,2024-05-09,CUST030881,"Anjali Sharma",P00039,"Graphic Tablet","Sports & Outdoors",BrightLux,4,200.45,0.00,40.09,11.08,852.97,UPI,Delivered,Austin,TX,"United States",SELL01821
ORD0004563,2022-11-16,CUST023770,"Anjali Reddy",P00019,"LED Desk Lamp","Toys & Games",Zenith,2,518.99,0.30,87.19,9.49,823.27,"Cash on Delivery",Shipped,Charlotte,NC,India,SELL01158
ORD0004564,2024-07-11,CUST027892,"Sneha Verma",P00021,Backpack,"Home & Kitchen",UrbanStyle,2,132.31,0.20,10.58,0.52,222.80,"Debit Card",Delivered,"San Antonio",TX,"United States",SELL01752
ORD0004565,2022-01-02,CUST019499,"Kabir Kapoor",P00042,"Projector Mini",Electronics,ReadMore,5,21.58,0.15,4.59,8.91,105.21,"Debit Card",Delivered,Houston,TX,"United States",SELL00571
ORD0004566,2023-06-08,CUST034934,"Simran Verma",P00013,"Action Camera",Electronics,Apex,3,62.59,0.00,22.53,8.78,219.08,"Credit Card",Delivered,Philadelphia,PA,"United States",SELL00104
ORD0004567,2024-05-07,CUST019038,"Simran Kapoor",P00003,"Smartphone Case","Home & Kitchen",ReadMore,5,203.51,0.15,103.79,13.40,982.11,"Amazon Pay",Cancelled,Charlotte,NC,"United Kingdom",SELL01573
ORD0004568,2020-11-16,CUST025924,"Vihaan Verma",P00023,"Cookware Set",Electronics,HomeEase,5,172.81,0.05,65.67,2.82,889.34,"Amazon Pay",Delivered,"San Jose",CA,"United States",SELL01481
ORD0004569,2022-07-01,CUST000198,"Vivaan Sharma",P00019,"LED Desk Lamp","Sports & Outdoors",NexPro,2,291.12,0.00,29.11,1.31,612.66,"Amazon Pay",Pending,"San Jose",CA,India,SELL01830
ORD0004570,2023-06-10,CUST042466,"Sunita Patel",P00043,"HDMI Cable 2m","Sports & Outdoors",CoreTech,1,453.48,0.05,21.54,6.54,458.89,"Net Banking",Delivered,"Los Angeles",CA,India,SELL01379
ORD0004571,2024-08-20,CUST022779,"Aditya Singh",P00044,"Power Bank 20000mAh",Clothing,FitLife,5,304.66,0.20,219.36,9.23,1447.23,"Amazon Pay",Delivered,Jacksonville,FL,India,SELL01881
ORD0004572,2021-03-12,CUST009209,"Vivaan Joshi",P00015,"Instant Pot","Toys & Games",Apex,3,402.07,0.05,137.51,9.17,1292.58,"Debit Card",Delivered,"San Francisco",CA,"United States",SELL00948
ORD0004573,2022-02-19,CUST002516,"Vivaan Gupta",P00020,"Office Chair",Books,FitLife,2,154.81,0.05,35.30,6.02,335.46,"Amazon Pay",Shipped,"San Antonio",TX,India,SELL00780
ORD0004574,2024-04-05,CUST025408,"Kabir Mehta",P00012,"Noise Cancelling Headphones","Toys & Games",FitLife,3,220.45,0.20,42.33,4.35,575.76,"Debit Card",Delivered,"San Antonio",TX,Australia,SELL01268
ORD0004575,2023-11-27,CUST031869,"Aditya Verma",P00028,Jeans,"Sports & Outdoors",ReadMore,2,338.73,0.00,54.20,2.50,734.16,"Debit Card",Delivered,"San Antonio",TX,"United States",SELL01150
ORD0004576,2022-12-12,CUST048719,"Vivaan Reddy",P00008,"4K Monitor","Home & Kitchen",Apex,2,497.65,0.00,49.76,8.60,1053.66,"Amazon Pay",Delivered,Seattle,WA,"United States",SELL01646
ORD0004577,2024-12-15,CUST007671,"Vivaan Gupta",P00023,"Cookware Set",Clothing,UrbanStyle,5,475.62,0.05,0.00,5.02,2264.21,"Credit Card",Delivered,Denver,CO,"United States",SELL00279
ORD0004578,2023-08-29,CUST018417,"Sunita Mehta",P00004,"USB-C Charger","Sports & Outdoors",HomeEase,2,162.87,0.00,26.06,11.05,362.85,"Credit Card",Delivered,Philadelphia,PA,"United States",SELL01687
ORD0004579,2023-07-28,CUST016023,"Vihaan Kapoor",P00028,Jeans,Clothing,FitLife,1,215.13,0.05,24.52,5.03,233.92,"Credit Card",Shipped,Indianapolis,IN,"United States",SELL00988
